date,shareprice
01-Jun-2009,0.9289639776463
01-Jul-2009,0.911670052586593
01-Aug-2009,0.878265457904554
01-Sep-2009,0.868411641758626
01-Oct-2009,0.838766931330725
01-Nov-2009,0.838316437331187
01-Dec-2009,0.824766231940406
01-Jan-2010,0.816987622660606
01-Feb-2010,0.821590760566578
01-Mar-2010,0.794512156874733
01-Apr-2010,0.782794312793124
01-May-2010,0.798533662623422
01-Jun-2010,0.792460123476972
01-Jul-2010,0.799716372137945
01-Aug-2010,0.795923915769106
01-Sep-2010,0.792209582286987
01-Oct-2010,0.779849412641249
01-Nov-2010,0.774562443125142
01-Dec-2010,0.766800481942278
01-Jan-2011,0.754666602588437
01-Feb-2011,0.747265183439895
01-Mar-2011,0.735218034620847
01-Apr-2011,0.719319981105671
01-May-2011,0.722135580152246
01-Jun-2011,0.722759213168338
01-Jul-2011,0.708036117472614
01-Aug-2011,0.726088871458283
01-Sep-2011,0.735618999635656
01-Oct-2011,0.752541985303638
01-Nov-2011,0.758266818314923
01-Dec-2011,0.761882041654015
01-Jan-2012,0.755623996082198
01-Feb-2012,0.744745351315481
01-Mar-2012,0.74020362484295
01-Apr-2012,0.735698622619635
01-May-2012,0.745608091458975
01-Jun-2012,0.75648699783231
01-Jul-2012,0.749234111795746
01-Aug-2012,0.736662086844098
01-Sep-2012,0.72407403074117
01-Oct-2012,0.725962112291175
01-Nov-2012,0.72852422998522
01-Dec-2012,0.723551701155884
01-Jan-2013,0.725362336629278
01-Feb-2013,0.735768183146071
01-Mar-2013,0.746052242473773
01-Apr-2013,0.744638274802379
01-May-2013,0.74784278955661
01-Jun-2013,0.755216801457244
01-Jul-2013,0.761861847889495
01-Aug-2013,0.763943649435473
01-Sep-2013,0.760918218843137
01-Oct-2013,0.762504530767506
01-Nov-2013,0.769788617407956
01-Dec-2013,0.780505158258288
01-Jan-2014,0.803313032052335
01-Feb-2014,0.814087914706732
01-Mar-2014,0.82415788568265
01-Apr-2014,0.818919147435885
01-May-2014,0.814629658780842
01-Jun-2014,0.808188189494807
01-Jul-2014,0.800095752139364
01-Aug-2014,0.810860622698014
01-Sep-2014,0.813924505193843
01-Oct-2014,0.830835029982564
01-Nov-2014,0.839335078791004
01-Dec-2014,0.858466407062164
01-Jan-2015,0.901981222100934
01-Feb-2015,0.933763222438701
01-Mar-2015,0.954802997318813
01-Apr-2015,0.944257882032061
01-May-2015,0.938977364409577
01-Jun-2015,0.948671056855861
01-Jul-2015,0.981637901843573
01-Aug-2015,1.00410821265788
01-Sep-2015,1.02197230566491
01-Oct-2015,1.01482994899599
01-Nov-2015,1.0343197822213
01-Dec-2015,1.06226515333716
01-Jan-2016,1.10251702690868
01-Feb-2016,1.0817983672652
01-Mar-2016,1.05361970871475
01-Apr-2016,1.01852157014416
01-May-2016,1.01869272869687
01-Jun-2016,1.00429970208472
01-Jul-2016,1.01517117224845
01-Aug-2016,1.00677237153236
01-Sep-2016,1.01747870301942
01-Oct-2016,1.0247394437538
01-Nov-2016,1.04054069402021
01-Dec-2016,1.03583123105351
01-Jan-2017,1.02940513311175
01-Feb-2017,1.0225928572933
01-Mar-2017,1.03990906488442
01-Apr-2017,1.04116034890595
01-May-2017,1.0579657282917
01-Jun-2017,1.03636906909116
01-Jul-2017,0.998880136264601
01-Aug-2017,0.986423157108378
01-Sep-2017,0.951957199853073
01-Oct-2017,0.971033244923156
01-Nov-2017,0.972186259154746
01-Dec-2017,0.977424128435772
01-Jan-2018,0.953826628700218
01-Feb-2018,0.966400091613161
01-Mar-2018,0.983299611813518
01-Apr-2018,0.972864587310476
01-May-2018,0.987239245565996
01-Jun-2018,1.00207728556436
01-Jul-2018,1.00689949289662
01-Aug-2018,1.00487295227426
01-Sep-2018,1.00562483159783
01-Oct-2018,1.00284976831755
01-Nov-2018,1.01702358748139
01-Dec-2018,1.03231160253494
01-Jan-2019,1.02698656921485
01-Feb-2019,1.02507957052069
01-Mar-2019,1.03475338887839
01-Apr-2019,1.03465910585143
01-May-2019,1.04323050818723
01-Jun-2019,1.03117722835418
01-Jul-2019,1.02086162412773
01-Aug-2019,1.02897733588764
01-Sep-2019,1.02357385393211
01-Oct-2019,1.02240091937453
01-Nov-2019,1.02408679798264
01-Dec-2019,1.01899481956053
